"Accession"	"Description"	"Gene"	"Uniprot"	"Family"	"Score"	"Coverage"	"X..Proteins"	"X..Unique.Peptides"	"X..Peptides"	"X..PSMs"	"Area"	"X..AAs"	"MW..kDa."	"calc..pI"	"cellLine"	"replicate"	"referenceSample"	"refSampleReplicate"	"ratio"	"variability"	"count"	"condition"	"log2ratio"
"Q13131"	"5-AMP-activated protein kinase catalytic subunit alpha-1 OS	PRKAA1	AAPK1	CAMK	831.2	62.79%	6	26	35	415	2.82e+10	559	64	8.12	HS01	1	HS11	2	1.067	23.2	190	HS01_1/HS11_2	0.0935601761623378
Q13131	5-AMP-activated protein kinase catalytic subunit alpha-1 OS"	"PRKAA1"	"AAPK1"	"CAMK"	831.2	"62.79%"	6	26	35	415	2.82e+10	559	64	8.12	"HS01"	1	"HS11"	3	0.847	24.4	190	"HS01_1/HS11_3"	-0.239566125329888
"Q13131"	"5-AMP-activated protein kinase catalytic subunit alpha-1 OS	PRKAA1	AAPK1	CAMK	831.2	62.79%	6	26	35	415	2.82e+10	559	64	8.12	HS01	2	HS11	1	0.696	28.8	190	HS01_2/HS11_1	-0.522840788813359
Q13131	5-AMP-activated protein kinase catalytic subunit alpha-1 OS"	"PRKAA1"	"AAPK1"	"CAMK"	831.2	"62.79%"	6	26	35	415	2.82e+10	559	64	8.12	"HS01"	2	"HS11"	2	0.793	18.8	190	"HS01_2/HS11_2"	-0.334607228958109
"Q13131"	"5-AMP-activated protein kinase catalytic subunit alpha-1 OS	PRKAA1	AAPK1	CAMK	831.2	62.79%	6	26	35	415	2.82e+10	559	64	8.12	HS01	2	HS11	3	1.005	22.2	190	HS01_2/HS11_3	0.00719550140420377
Q13131	5-AMP-activated protein kinase catalytic subunit alpha-1 OS"	"PRKAA1"	"AAPK1"	"CAMK"	831.2	"62.79%"	6	26	35	415	2.82e+10	559	64	8.12	"HS01"	3	"HS11"	1	0.798	23	190	"HS01_3/HS11_1"	-0.325539348439741
"Q13131"	"5-AMP-activated protein kinase catalytic subunit alpha-1 OS	PRKAA1	AAPK1	CAMK	831.2	62.79%	6	26	35	415	2.82e+10	559	64	8.12	HS01	3	HS11	2	0.931	17.9	190	HS01_3/HS11_2	-0.103146927103293
Q13131	5-AMP-activated protein kinase catalytic subunit alpha-1 OS"	"PRKAA1"	"AAPK1"	"CAMK"	831.2	"62.79%"	6	26	35	415	2.82e+10	559	64	8.12	"HS01"	3	"HS11"	3	1.059	20.6	190	"HS01_3/HS11_3"	0.0827025893302493
"Q13131"	"5-AMP-activated protein kinase catalytic subunit alpha-1 OS	PRKAA1	AAPK1	CAMK	831.2	62.79%	6	26	35	415	2.82e+10	559	64	8.12	HS11	2	HS11	1	0.914	27.3	190	HS11_2/HS11_1	-0.129733929604017
Q13131	5-AMP-activated protein kinase catalytic subunit alpha-1 OS"	"PRKAA1"	"AAPK1"	"CAMK"	831.2	"62.79%"	6	26	35	415	2.82e+10	559	64	8.12	"HS11"	3	"HS11"	1	1.029	17.6	190	"HS11_3/HS11_1"	0.0412429822318813
"Q13163"	"Dual specificity mitogen-activated protein kinase kinase 5 OS"	"MAP2K5"	"MP2K5"	"STE"	40.01	"25.89%"	4	7	7	15	6.61e+08	448	50.1	6.39	"HS01"	1	"HS11"	1	1.251	22.5	10	"HS01_1/HS11_1"	0.323081789503733
"Q13163"	"Dual specificity mitogen-activated protein kinase kinase 5 OS"	"MAP2K5"	"MP2K5"	"STE"	40.01	"25.89%"	4	7	7	15	6.61e+08	448	50.1	6.39	"HS01"	1	"HS11"	2	1.125	23.1	10	"HS01_1/HS11_2"	0.169925001442312
"Q13163"	"Dual specificity mitogen-activated protein kinase kinase 5 OS"	"MAP2K5"	"MP2K5"	"STE"	40.01	"25.89%"	4	7	7	15	6.61e+08	448	50.1	6.39	"HS01"	1	"HS11"	3	1.053	38.8	10	"HS01_1/HS11_3"	0.0745054363636298
"Q13163"	"Dual specificity mitogen-activated protein kinase kinase 5 OS"	"MAP2K5"	"MP2K5"	"STE"	40.01	"25.89%"	4	7	7	15	6.61e+08	448	50.1	6.39	"HS01"	2	"HS11"	1	0.867	28.4	10	"HS01_2/HS11_1"	-0.205896101440252
"Q13163"	"Dual specificity mitogen-activated protein kinase kinase 5 OS"	"MAP2K5"	"MP2K5"	"STE"	40.01	"25.89%"	4	7	7	15	6.61e+08	448	50.1	6.39	"HS01"	2	"HS11"	2	0.917	33.6	10	"HS01_2/HS11_2"	-0.125006361067033
"Q13163"	"Dual specificity mitogen-activated protein kinase kinase 5 OS"	"MAP2K5"	"MP2K5"	"STE"	40.01	"25.89%"	4	7	7	15	6.61e+08	448	50.1	6.39	"HS01"	2	"HS11"	3	1.111	27.9	10	"HS01_2/HS11_3"	0.151858816727005
"Q13163"	"Dual specificity mitogen-activated protein kinase kinase 5 OS"	"MAP2K5"	"MP2K5"	"STE"	40.01	"25.89%"	4	7	7	15	6.61e+08	448	50.1	6.39	"HS01"	3	"HS11"	1	0.98	18.1	10	"HS01_3/HS11_1"	-0.0291463456595165
"Q13163"	"Dual specificity mitogen-activated protein kinase kinase 5 OS"	"MAP2K5"	"MP2K5"	"STE"	40.01	"25.89%"	4	7	7	15	6.61e+08	448	50.1	6.39	"HS01"	3	"HS11"	2	0.928	9.7	10	"HS01_3/HS11_2"	-0.107803289534515
"Q13163"	"Dual specificity mitogen-activated protein kinase kinase 5 OS"	"MAP2K5"	"MP2K5"	"STE"	40.01	"25.89%"	4	7	7	15	6.61e+08	448	50.1	6.39	"HS01"	3	"HS11"	3	1.029	7.3	10	"HS01_3/HS11_3"	0.0412429822318813
"Q13163"	"Dual specificity mitogen-activated protein kinase kinase 5 OS"	"MAP2K5"	"MP2K5"	"STE"	40.01	"25.89%"	4	7	7	15	6.61e+08	448	50.1	6.39	"HS11"	2	"HS11"	1	0.806	17.1	10	"HS11_2/HS11_1"	-0.31114825613412
"Q13163"	"Dual specificity mitogen-activated protein kinase kinase 5 OS"	"MAP2K5"	"MP2K5"	"STE"	40.01	"25.89%"	4	7	7	15	6.61e+08	448	50.1	6.39	"HS11"	3	"HS11"	1	0.885	23.3	10	"HS11_3/HS11_1"	-0.176250639691727
"Q13164"	"Mitogen-activated protein kinase 7 OS"	"MAPK7"	"MK07"	"CMGC"	13.84	"10.66%"	5	7	7	7	3.41e+08	816	88.3	5.88	"HS01"	1	"HS11"	1	1.665	15	5	"HS01_1/HS11_1"	0.735522177296537
"Q13164"	"Mitogen-activated protein kinase 7 OS"	"MAPK7"	"MK07"	"CMGC"	13.84	"10.66%"	5	7	7	7	3.41e+08	816	88.3	5.88	"HS01"	1	"HS11"	2	1.74	23.5	5	"HS01_1/HS11_2"	0.799087306074004
"Q13164"	"Mitogen-activated protein kinase 7 OS"	"MAPK7"	"MK07"	"CMGC"	13.84	"10.66%"	5	7	7	7	3.41e+08	816	88.3	5.88	"HS01"	1	"HS11"	3	1.152	2.8	5	"HS01_1/HS11_3"	0.204140716780225
"Q13164"	"Mitogen-activated protein kinase 7 OS"	"MAPK7"	"MK07"	"CMGC"	13.84	"10.66%"	5	7	7	7	3.41e+08	816	88.3	5.88	"HS01"	2	"HS11"	1	0.689	12.7	5	"HS01_2/HS11_1"	-0.537424111957796
"Q13164"	"Mitogen-activated protein kinase 7 OS"	"MAPK7"	"MK07"	"CMGC"	13.84	"10.66%"	5	7	7	7	3.41e+08	816	88.3	5.88	"HS01"	2	"HS11"	2	0.643	8.4	5	"HS01_2/HS11_2"	-0.63710935733414
"Q13164"	"Mitogen-activated protein kinase 7 OS"	"MAPK7"	"MK07"	"CMGC"	13.84	"10.66%"	5	7	7	7	3.41e+08	816	88.3	5.88	"HS01"	2	"HS11"	3	1.282	8.9	5	"HS01_2/HS11_3"	0.358396261956654
"Q13164"	"Mitogen-activated protein kinase 7 OS"	"MAPK7"	"MK07"	"CMGC"	13.84	"10.66%"	5	7	7	7	3.41e+08	816	88.3	5.88	"HS01"	3	"HS11"	1	0.801	13.8	5	"HS01_3/HS11_1"	-0.320125852253377
"Q13164"	"Mitogen-activated protein kinase 7 OS"	"MAPK7"	"MK07"	"CMGC"	13.84	"10.66%"	5	7	7	7	3.41e+08	816	88.3	5.88	"HS01"	3	"HS11"	2	0.746	11.5	5	"HS01_3/HS11_2"	-0.422752464406849
"Q13164"	"Mitogen-activated protein kinase 7 OS"	"MAPK7"	"MK07"	"CMGC"	13.84	"10.66%"	5	7	7	7	3.41e+08	816	88.3	5.88	"HS01"	3	"HS11"	3	1.452	10.8	5	"HS01_3/HS11_3"	0.538041453333664
"Q13164"	"Mitogen-activated protein kinase 7 OS"	"MAPK7"	"MK07"	"CMGC"	13.84	"10.66%"	5	7	7	7	3.41e+08	816	88.3	5.88	"HS11"	2	"HS11"	1	0.899	5.7	5	"HS11_2/HS11_1"	-0.15360697914764
"Q13164"	"Mitogen-activated protein kinase 7 OS"	"MAPK7"	"MK07"	"CMGC"	13.84	"10.66%"	5	7	7	7	3.41e+08	816	88.3	5.88	"HS11"	3	"HS11"	1	0.903	22.4	5	"HS11_3/HS11_1"	-0.147202107181229
"Q13188"	"Serine/threonine-protein kinase 3 OS"	"STK3"	"STK3"	"STE"	430	"61.91%"	15	18	27	174	1.01e+10	491	56.3	5.24	"HS01"	1	"HS11"	1	1.037	16.8	74	"HS01_1/HS11_1"	0.0524158941511385
"Q13188"	"Serine/threonine-protein kinase 3 OS"	"STK3"	"STK3"	"STE"	430	"61.91%"	15	18	27	174	1.01e+10	491	56.3	5.24	"HS01"	1	"HS11"	2	1.131	10.8	74	"HS01_1/HS11_2"	0.177598929327733
"Q13188"	"Serine/threonine-protein kinase 3 OS"	"STK3"	"STK3"	"STE"	430	"61.91%"	15	18	27	174	1.01e+10	491	56.3	5.24	"HS01"	1	"HS11"	3	1.002	15.9	74	"HS01_1/HS11_3"	0.00288250853312136
"Q13188"	"Serine/threonine-protein kinase 3 OS"	"STK3"	"STK3"	"STE"	430	"61.91%"	15	18	27	174	1.01e+10	491	56.3	5.24	"HS01"	2	"HS11"	1	1.02	20.5	74	"HS01_2/HS11_1"	0.0285691521967709
"Q13188"	"Serine/threonine-protein kinase 3 OS"	"STK3"	"STK3"	"STE"	430	"61.91%"	15	18	27	174	1.01e+10	491	56.3	5.24	"HS01"	2	"HS11"	2	0.913	16.7	74	"HS01_2/HS11_2"	-0.131313234677865
"Q13188"	"Serine/threonine-protein kinase 3 OS"	"STK3"	"STK3"	"STE"	430	"61.91%"	15	18	27	174	1.01e+10	491	56.3	5.24	"HS01"	2	"HS11"	3	1.03	18	74	"HS01_2/HS11_3"	0.0426443374084937
"Q13188"	"Serine/threonine-protein kinase 3 OS"	"STK3"	"STK3"	"STE"	430	"61.91%"	15	18	27	174	1.01e+10	491	56.3	5.24	"HS01"	3	"HS11"	1	1.004	20.3	74	"HS01_3/HS11_1"	0.00575926928868495
"Q13188"	"Serine/threonine-protein kinase 3 OS"	"STK3"	"STK3"	"STE"	430	"61.91%"	15	18	27	174	1.01e+10	491	56.3	5.24	"HS01"	3	"HS11"	2	0.935	16	74	"HS01_3/HS11_2"	-0.096961729887088
"Q13188"	"Serine/threonine-protein kinase 3 OS"	"STK3"	"STK3"	"STE"	430	"61.91%"	15	18	27	174	1.01e+10	491	56.3	5.24	"HS01"	3	"HS11"	3	0.947	18.3	74	"HS01_3/HS11_3"	-0.0785636691937021
"Q13188"	"Serine/threonine-protein kinase 3 OS"	"STK3"	"STK3"	"STE"	430	"61.91%"	15	18	27	174	1.01e+10	491	56.3	5.24	"HS11"	2	"HS11"	1	0.945	14.1	74	"HS11_2/HS11_1"	-0.0816137655536521
"Q13188"	"Serine/threonine-protein kinase 3 OS"	"STK3"	"STK3"	"STE"	430	"61.91%"	15	18	27	174	1.01e+10	491	56.3	5.24	"HS11"	3	"HS11"	1	0.87	17.3	74	"HS11_3/HS11_1"	-0.200912693925996
"Q13233"	"Mitogen-activated protein kinase kinase kinase 1 OS"	"MAP3K1"	"M3K1"	"STE"	2.84	"0.79%"	1	1	1	1	69200000	1512	164.4	7.74	"HS01"	1	"HS11"	1	0.845	NA	1	"HS01_1/HS11_1"	-0.24297675349254
"Q13233"	"Mitogen-activated protein kinase kinase kinase 1 OS"	"MAP3K1"	"M3K1"	"STE"	2.84	"0.79%"	1	1	1	1	69200000	1512	164.4	7.74	"HS01"	1	"HS11"	2	0.901	NA	1	"HS01_1/HS11_2"	-0.150400988848548
"Q13233"	"Mitogen-activated protein kinase kinase kinase 1 OS"	"MAP3K1"	"M3K1"	"STE"	2.84	"0.79%"	1	1	1	1	69200000	1512	164.4	7.74	"HS01"	1	"HS11"	3	0.934	NA	1	"HS01_1/HS11_3"	-0.0985055449524251
"Q13233"	"Mitogen-activated protein kinase kinase kinase 1 OS"	"MAP3K1"	"M3K1"	"STE"	2.84	"0.79%"	1	1	1	1	69200000	1512	164.4	7.74	"HS01"	2	"HS11"	1	1.081	NA	1	"HS01_2/HS11_1"	0.112366523072563
"Q13233"	"Mitogen-activated protein kinase kinase kinase 1 OS"	"MAP3K1"	"M3K1"	"STE"	2.84	"0.79%"	1	1	1	1	69200000	1512	164.4	7.74	"HS01"	2	"HS11"	2	1.045	NA	1	"HS01_2/HS11_2"	0.063502942306158
"Q13233"	"Mitogen-activated protein kinase kinase kinase 1 OS"	"MAP3K1"	"M3K1"	"STE"	2.84	"0.79%"	1	1	1	1	69200000	1512	164.4	7.74	"HS01"	2	"HS11"	3	0.966	NA	1	"HS01_2/HS11_3"	-0.0499049058263139
"Q13233"	"Mitogen-activated protein kinase kinase kinase 1 OS"	"MAP3K1"	"M3K1"	"STE"	2.84	"0.79%"	1	1	1	1	69200000	1512	164.4	7.74	"HS01"	3	"HS11"	1	1.103	NA	1	"HS01_3/HS11_1"	0.141432790929296
"Q13233"	"Mitogen-activated protein kinase kinase kinase 1 OS"	"MAP3K1"	"M3K1"	"STE"	2.84	"0.79%"	1	1	1	1	69200000	1512	164.4	7.74	"HS01"	3	"HS11"	2	1.067	NA	1	"HS01_3/HS11_2"	0.0935601761623378
"Q13233"	"Mitogen-activated protein kinase kinase kinase 1 OS"	"MAP3K1"	"M3K1"	"STE"	2.84	"0.79%"	1	1	1	1	69200000	1512	164.4	7.74	"HS01"	3	"HS11"	3	0.952	NA	1	"HS01_3/HS11_3"	-0.0709665213541436
"Q13233"	"Mitogen-activated protein kinase kinase kinase 1 OS"	"MAP3K1"	"M3K1"	"STE"	2.84	"0.79%"	1	1	1	1	69200000	1512	164.4	7.74	"HS11"	2	"HS11"	1	1.123	NA	1	"HS11_2/HS11_1"	0.167357927738514
"Q13233"	"Mitogen-activated protein kinase kinase kinase 1 OS"	"MAP3K1"	"M3K1"	"STE"	2.84	"0.79%"	1	1	1	1	69200000	1512	164.4	7.74	"HS11"	3	"HS11"	1	1.063	NA	1	"HS11_3/HS11_1"	0.0881415968690176
"Q13315"	"Serine-protein kinase ATM OS"	"ATM"	"ATM"	"Atypical"	43.24	"7.33%"	9	23	23	28	1.94e+08	3056	350.5	6.81	"HS01"	1	"HS11"	1	1.067	12.8	21	"HS01_1/HS11_1"	0.0935601761623378
"Q13315"	"Serine-protein kinase ATM OS"	"ATM"	"ATM"	"Atypical"	43.24	"7.33%"	9	23	23	28	1.94e+08	3056	350.5	6.81	"HS01"	1	"HS11"	2	1.083	14.9	21	"HS01_1/HS11_2"	0.11503324294624
"Q13315"	"Serine-protein kinase ATM OS"	"ATM"	"ATM"	"Atypical"	43.24	"7.33%"	9	23	23	28	1.94e+08	3056	350.5	6.81	"HS01"	1	"HS11"	3	0.969	22	21	"HS01_1/HS11_3"	-0.045431429247006
"Q13315"	"Serine-protein kinase ATM OS"	"ATM"	"ATM"	"Atypical"	43.24	"7.33%"	9	23	23	28	1.94e+08	3056	350.5	6.81	"HS01"	2	"HS11"	1	0.828	17.7	21	"HS01_2/HS11_1"	-0.272297327162762
"Q13315"	"Serine-protein kinase ATM OS"	"ATM"	"ATM"	"Atypical"	43.24	"7.33%"	9	23	23	28	1.94e+08	3056	350.5	6.81	"HS01"	2	"HS11"	2	0.893	22.4	21	"HS01_2/HS11_2"	-0.163267919540864
"Q13315"	"Serine-protein kinase ATM OS"	"ATM"	"ATM"	"Atypical"	43.24	"7.33%"	9	23	23	28	1.94e+08	3056	350.5	6.81	"HS01"	2	"HS11"	3	1.089	11.2	21	"HS01_2/HS11_3"	0.12300395405482
"Q13315"	"Serine-protein kinase ATM OS"	"ATM"	"ATM"	"Atypical"	43.24	"7.33%"	9	23	23	28	1.94e+08	3056	350.5	6.81	"HS01"	3	"HS11"	1	1.018	13.7	21	"HS01_3/HS11_1"	0.0257375614136083
"Q13315"	"Serine-protein kinase ATM OS"	"ATM"	"ATM"	"Atypical"	43.24	"7.33%"	9	23	23	28	1.94e+08	3056	350.5	6.81	"HS01"	3	"HS11"	2	0.976	17.5	21	"HS01_3/HS11_2"	-0.0350469470992008
"Q13315"	"Serine-protein kinase ATM OS"	"ATM"	"ATM"	"Atypical"	43.24	"7.33%"	9	23	23	28	1.94e+08	3056	350.5	6.81	"HS01"	3	"HS11"	3	0.986	20.9	21	"HS01_3/HS11_3"	-0.0203404482841755
"Q13315"	"Serine-protein kinase ATM OS"	"ATM"	"ATM"	"Atypical"	43.24	"7.33%"	9	23	23	28	1.94e+08	3056	350.5	6.81	"HS11"	2	"HS11"	1	0.888	19.3	21	"HS11_2/HS11_1"	-0.171368418311981
"Q13315"	"Serine-protein kinase ATM OS"	"ATM"	"ATM"	"Atypical"	43.24	"7.33%"	9	23	23	28	1.94e+08	3056	350.5	6.81	"HS11"	3	"HS11"	1	0.933	19.6	21	"HS11_3/HS11_1"	-0.100051013810328
"Q13418"	"Integrin-linked protein kinase OS"	"ILK"	"ILK"	"TKL"	196.08	"49.78%"	5	21	21	83	3.89e+09	452	51.4	8.07	"HS01"	1	"HS11"	1	0.999	12.7	62	"HS01_1/HS11_1"	-0.00144341686966872
"Q13418"	"Integrin-linked protein kinase OS"	"ILK"	"ILK"	"TKL"	196.08	"49.78%"	5	21	21	83	3.89e+09	452	51.4	8.07	"HS01"	1	"HS11"	2	0.976	16.8	62	"HS01_1/HS11_2"	-0.0350469470992008
"Q13418"	"Integrin-linked protein kinase OS"	"ILK"	"ILK"	"TKL"	196.08	"49.78%"	5	21	21	83	3.89e+09	452	51.4	8.07	"HS01"	1	"HS11"	3	0.936	18.6	62	"HS01_1/HS11_3"	-0.0954195650786824
"Q13418"	"Integrin-linked protein kinase OS"	"ILK"	"ILK"	"TKL"	196.08	"49.78%"	5	21	21	83	3.89e+09	452	51.4	8.07	"HS01"	2	"HS11"	1	0.953	23.3	62	"HS01_2/HS11_1"	-0.0694518807521452
"Q13418"	"Integrin-linked protein kinase OS"	"ILK"	"ILK"	"TKL"	196.08	"49.78%"	5	21	21	83	3.89e+09	452	51.4	8.07	"HS01"	2	"HS11"	2	0.989	19.4	62	"HS01_2/HS11_2"	-0.0159575739029762
"Q13418"	"Integrin-linked protein kinase OS"	"ILK"	"ILK"	"TKL"	196.08	"49.78%"	5	21	21	83	3.89e+09	452	51.4	8.07	"HS01"	2	"HS11"	3	0.853	18.3	62	"HS01_2/HS11_3"	-0.229382353343797
"Q13418"	"Integrin-linked protein kinase OS"	"ILK"	"ILK"	"TKL"	196.08	"49.78%"	5	21	21	83	3.89e+09	452	51.4	8.07	"HS01"	3	"HS11"	1	0.819	20.6	62	"HS01_3/HS11_1"	-0.288064643021078
"Q13418"	"Integrin-linked protein kinase OS"	"ILK"	"ILK"	"TKL"	196.08	"49.78%"	5	21	21	83	3.89e+09	452	51.4	8.07	"HS01"	3	"HS11"	2	0.89	12.2	62	"HS01_3/HS11_2"	-0.168122758808327
"Q13418"	"Integrin-linked protein kinase OS"	"ILK"	"ILK"	"TKL"	196.08	"49.78%"	5	21	21	83	3.89e+09	452	51.4	8.07	"HS01"	3	"HS11"	3	1.056	17.6	62	"HS01_3/HS11_3"	0.0786098346963665
"Q13418"	"Integrin-linked protein kinase OS"	"ILK"	"ILK"	"TKL"	196.08	"49.78%"	5	21	21	83	3.89e+09	452	51.4	8.07	"HS11"	2	"HS11"	1	1.081	15.8	62	"HS11_2/HS11_1"	0.112366523072563
"Q13418"	"Integrin-linked protein kinase OS"	"ILK"	"ILK"	"TKL"	196.08	"49.78%"	5	21	21	83	3.89e+09	452	51.4	8.07	"HS11"	3	"HS11"	1	1.121	14.1	62	"HS11_3/HS11_1"	0.16478627814334
"Q13464"	"Rho-associated protein kinase 1 OS"	"ROCK1"	"ROCK1"	"AGC"	244.94	"47.78%"	6	57	66	119	1.46e+09	1354	158.1	5.9	"HS01"	1	"HS11"	1	1.037	13.7	70	"HS01_1/HS11_1"	0.0524158941511385
"Q13464"	"Rho-associated protein kinase 1 OS"	"ROCK1"	"ROCK1"	"AGC"	244.94	"47.78%"	6	57	66	119	1.46e+09	1354	158.1	5.9	"HS01"	1	"HS11"	2	1.063	12.2	70	"HS01_1/HS11_2"	0.0881415968690176
"Q13464"	"Rho-associated protein kinase 1 OS"	"ROCK1"	"ROCK1"	"AGC"	244.94	"47.78%"	6	57	66	119	1.46e+09	1354	158.1	5.9	"HS01"	1	"HS11"	3	0.978	13.9	70	"HS01_1/HS11_3"	-0.0320936297098533
"Q13464"	"Rho-associated protein kinase 1 OS"	"ROCK1"	"ROCK1"	"AGC"	244.94	"47.78%"	6	57	66	119	1.46e+09	1354	158.1	5.9	"HS01"	2	"HS11"	1	0.944	18	70	"HS01_2/HS11_1"	-0.0831412353002459
"Q13464"	"Rho-associated protein kinase 1 OS"	"ROCK1"	"ROCK1"	"AGC"	244.94	"47.78%"	6	57	66	119	1.46e+09	1354	158.1	5.9	"HS01"	2	"HS11"	2	0.96	17.2	70	"HS01_2/HS11_2"	-0.0588936890535686
"Q13464"	"Rho-associated protein kinase 1 OS"	"ROCK1"	"ROCK1"	"AGC"	244.94	"47.78%"	6	57	66	119	1.46e+09	1354	158.1	5.9	"HS01"	2	"HS11"	3	1.033	12	70	"HS01_2/HS11_3"	0.0468402542029724
"Q13464"	"Rho-associated protein kinase 1 OS"	"ROCK1"	"ROCK1"	"AGC"	244.94	"47.78%"	6	57	66	119	1.46e+09	1354	158.1	5.9	"HS01"	3	"HS11"	1	0.958	13.2	70	"HS01_3/HS11_1"	-0.0619024389259069
"Q13464"	"Rho-associated protein kinase 1 OS"	"ROCK1"	"ROCK1"	"AGC"	244.94	"47.78%"	6	57	66	119	1.46e+09	1354	158.1	5.9	"HS01"	3	"HS11"	2	0.953	11	70	"HS01_3/HS11_2"	-0.0694518807521452
"Q13464"	"Rho-associated protein kinase 1 OS"	"ROCK1"	"ROCK1"	"AGC"	244.94	"47.78%"	6	57	66	119	1.46e+09	1354	158.1	5.9	"HS01"	3	"HS11"	3	0.962	12.1	70	"HS01_3/HS11_3"	-0.0558912008920452
"Q13464"	"Rho-associated protein kinase 1 OS"	"ROCK1"	"ROCK1"	"AGC"	244.94	"47.78%"	6	57	66	119	1.46e+09	1354	158.1	5.9	"HS11"	2	"HS11"	1	0.941	17.2	70	"HS11_2/HS11_1"	-0.0877333719335504
"Q13464"	"Rho-associated protein kinase 1 OS"	"ROCK1"	"ROCK1"	"AGC"	244.94	"47.78%"	6	57	66	119	1.46e+09	1354	158.1	5.9	"HS11"	3	"HS11"	1	0.912	10.8	70	"HS11_3/HS11_1"	-0.132894270497345
"Q13546"	"Receptor-interacting serine/threonine-protein kinase 1 OS"	"RIPK1"	"RIPK1"	"TKL"	5.24	"4.02%"	1	3	3	3	58600000	671	75.9	6.33	"HS01"	1	"HS11"	1	1.023	17	3	"HS01_1/HS11_1"	0.0328061450832415
"Q13546"	"Receptor-interacting serine/threonine-protein kinase 1 OS"	"RIPK1"	"RIPK1"	"TKL"	5.24	"4.02%"	1	3	3	3	58600000	671	75.9	6.33	"HS01"	1	"HS11"	2	1.054	2.2	3	"HS01_1/HS11_2"	0.0758748669751276
"Q13546"	"Receptor-interacting serine/threonine-protein kinase 1 OS"	"RIPK1"	"RIPK1"	"TKL"	5.24	"4.02%"	1	3	3	3	58600000	671	75.9	6.33	"HS01"	1	"HS11"	3	1.061	14.6	3	"HS01_1/HS11_3"	0.0854246562526777
"Q13546"	"Receptor-interacting serine/threonine-protein kinase 1 OS"	"RIPK1"	"RIPK1"	"TKL"	5.24	"4.02%"	1	3	3	3	58600000	671	75.9	6.33	"HS01"	2	"HS11"	1	0.982	4.1	3	"HS01_2/HS11_1"	-0.026205070347394
"Q13546"	"Receptor-interacting serine/threonine-protein kinase 1 OS"	"RIPK1"	"RIPK1"	"TKL"	5.24	"4.02%"	1	3	3	3	58600000	671	75.9	6.33	"HS01"	2	"HS11"	2	1.024	0.9	3	"HS01_2/HS11_2"	0.034215715337913
"Q13546"	"Receptor-interacting serine/threonine-protein kinase 1 OS"	"RIPK1"	"RIPK1"	"TKL"	5.24	"4.02%"	1	3	3	3	58600000	671	75.9	6.33	"HS01"	2	"HS11"	3	1.125	6.4	3	"HS01_2/HS11_3"	0.169925001442312
"Q13546"	"Receptor-interacting serine/threonine-protein kinase 1 OS"	"RIPK1"	"RIPK1"	"TKL"	5.24	"4.02%"	1	3	3	3	58600000	671	75.9	6.33	"HS01"	3	"HS11"	1	0.913	1.3	3	"HS01_3/HS11_1"	-0.131313234677865
"Q13546"	"Receptor-interacting serine/threonine-protein kinase 1 OS"	"RIPK1"	"RIPK1"	"TKL"	5.24	"4.02%"	1	3	3	3	58600000	671	75.9	6.33	"HS01"	3	"HS11"	2	0.971	22.1	3	"HS01_3/HS11_2"	-0.0424567992428948
"Q13546"	"Receptor-interacting serine/threonine-protein kinase 1 OS"	"RIPK1"	"RIPK1"	"TKL"	5.24	"4.02%"	1	3	3	3	58600000	671	75.9	6.33	"HS01"	3	"HS11"	3	0.985	7	3	"HS01_3/HS11_3"	-0.0218043703183484
"Q13546"	"Receptor-interacting serine/threonine-protein kinase 1 OS"	"RIPK1"	"RIPK1"	"TKL"	5.24	"4.02%"	1	3	3	3	58600000	671	75.9	6.33	"HS11"	2	"HS11"	1	0.916	16.5	3	"HS11_2/HS11_1"	-0.126580496565143
"Q13546"	"Receptor-interacting serine/threonine-protein kinase 1 OS"	"RIPK1"	"RIPK1"	"TKL"	5.24	"4.02%"	1	3	3	3	58600000	671	75.9	6.33	"HS11"	3	"HS11"	1	0.91	8.4	3	"HS11_3/HS11_1"	-0.136061549576028
"Q13554"	"Calcium/calmodulin-dependent protein kinase type II subunit beta OS"	"CAMK2B"	"KCC2B"	"CAMK"	517.7	"28.53%"	9	5	18	223	1.5e+11	666	72.6	7.27	"HS01"	1	"HS11"	1	0.921	13.6	7	"HS01_1/HS11_1"	-0.118726938570751
"Q13554"	"Calcium/calmodulin-dependent protein kinase type II subunit beta OS"	"CAMK2B"	"KCC2B"	"CAMK"	517.7	"28.53%"	9	5	18	223	1.5e+11	666	72.6	7.27	"HS01"	1	"HS11"	2	0.791	34.9	7	"HS01_1/HS11_2"	-0.338250400189295
"Q13554"	"Calcium/calmodulin-dependent protein kinase type II subunit beta OS"	"CAMK2B"	"KCC2B"	"CAMK"	517.7	"28.53%"	9	5	18	223	1.5e+11	666	72.6	7.27	"HS01"	1	"HS11"	3	1.597	6.2	7	"HS01_1/HS11_3"	0.675364312749146
"Q13554"	"Calcium/calmodulin-dependent protein kinase type II subunit beta OS"	"CAMK2B"	"KCC2B"	"CAMK"	517.7	"28.53%"	9	5	18	223	1.5e+11	666	72.6	7.27	"HS01"	2	"HS11"	1	1.752	7.5	7	"HS01_2/HS11_1"	0.809002774939086
